"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.00681493617758422,0.00425842399018846,0.0107443117555507,4435
"m_age",1.3745947097231,1.28232801425763,1.47474481223362,4435
"genderFemale",1.13261997356755,0.955237755850959,1.34249270082792,4435
"ethnicityASIAN",0.95437023109838,0.534004625350423,1.61410180535539,4435
"ethnicityBLACK",1.18243062423319,0.846439102010822,1.6283768832964,4435
"ethnicityHISPANIC",0.872286831706913,0.502879948939105,1.4416929886332,4435
"ethnicityOTHER",1.44910267314963,1.19109678450803,1.75995929181726,4435
"charlson",1.10747082942995,1.06652055119625,1.14976064305584,4435
"cns_168Abnormal",1.53568444822683,1.19524289503611,1.96127733223374,4435
"resp_168Abnormal",2.9042781432667,2.30430232874162,3.65436298581472,4435
"coag_168Abnormal",2.34876083242916,1.71386229019943,3.20797407606132,4435
"liver_168Abnormal",2.27528470489468,1.67356680169097,3.08132753851222,4435
"cv_168Abnormal",2.2897520653157,1.85479550268012,2.82113642564126,4435
"renal_168Abnormal",1.52722215236253,1.21367541122623,1.91431007826276,4435
