"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.00587043185763314,0.00455612513949992,0.00752897959542047,23983
"m_age",1.17234763469941,1.12867598528248,1.21791301944828,23983
"genderFemale",1.20090578484383,1.08580182106876,1.32809719851873,23983
"ethnicityASIAN",1.14362280887903,0.856666105250118,1.5030606168232,23983
"ethnicityBLACK",0.872853402260968,0.716961225211663,1.05529960873369,23983
"ethnicityHISPANIC",0.802378241331413,0.577225888431405,1.09026508212499,23983
"ethnicityOTHER",2.10428007261065,1.87273320001698,2.36264083519895,23983
"charlson",1.13589962862272,1.11354164673885,1.1585551057461,23983
"cns_24Abnormal",2.84436671583312,2.49192844050993,3.2412631862292,23983
"resp_24Abnormal",2.61689420713984,2.30133600279076,2.97256146436171,23983
"coag_24Abnormal",2.2931701858872,1.90122350071407,2.75594907720514,23983
"liver_24Abnormal",2.45998914221164,2.02766942183294,2.97387765944595,23983
"cv_24Abnormal",2.55135423955266,2.27550850378862,2.85855049605484,23983
"renal_24Abnormal",2.15240122564934,1.87741444508238,2.46352085619809,23983
