"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.0195652312159853,0.0146843339490331,0.0259368210889277,11691
"m_age",1.22100081618126,1.16600966293675,1.279137516484,11691
"genderFemale",0.947795587583406,0.851968913566908,1.05404643713544,11691
"ethnicityASIAN",1.10437249684114,0.730571984893841,1.62232866659668,11691
"ethnicityBLACK",0.880299491941294,0.746537880407442,1.03431725116714,11691
"ethnicityHISPANIC",1.18244314950239,0.901269933639745,1.53429695548312,11691
"ethnicityOTHER",0.86942254229883,0.695499864177252,1.07819301902405,11691
"charlson",1.09046742653231,1.0649915889696,1.11634966466635,11691
"cns_168Abnormal",2.8462399825732,2.55000511749436,3.17685440324381,11691
"resp_168Abnormal",1.62371748009276,1.40609594280154,1.87176763387764,11691
"coag_168Abnormal",2.36060976178262,1.91793469561272,2.89834719150052,11691
"liver_168Abnormal",2.95378282043306,2.28384065317544,3.8116213071235,11691
"cv_168Abnormal",2.12392980065872,1.78505845822682,2.52183585788796,11691
"renal_168Abnormal",1.54071793568805,1.34605425116308,1.76076005439651,11691
