"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.00675056690882368,0.00429713517340136,0.010460975288483,4926
"m_age",1.39122501166968,1.30184222137916,1.48791623064974,4926
"genderFemale",1.11145540521434,0.946890172493465,1.30418649370124,4926
"ethnicityASIAN",0.921741172300615,0.535137200109393,1.51558132547144,4926
"ethnicityBLACK",1.03306736036433,0.765256524206058,1.37901843310814,4926
"ethnicityHISPANIC",0.962966042198064,0.592786695527426,1.50999750716578,4926
"ethnicityOTHER",1.39822163108803,1.16139686230306,1.68062027668459,4926
"charlson",1.09169822216471,1.05557613190634,1.12894437417479,4926
"cns_168Abnormal",1.61963379663075,1.27971265435468,2.03957961381739,4926
"resp_168Abnormal",3.0982281132153,2.49046826095086,3.84996829977222,4926
"coag_168Abnormal",2.5966231808081,1.95413912685237,3.44302521233677,4926
"liver_168Abnormal",2.23118200687186,1.67711626732731,2.95850235522555,4926
"cv_168Abnormal",2.37931991640503,1.96168263220096,2.88172115469515,4926
"renal_168Abnormal",1.35545184835001,1.10916113519346,1.65165545437264,4926
