"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.00679428596347245,0.0058291670982268,0.00790618186395679,91513.9999999999
"m_age",1.13055897062586,1.10347811066333,1.15846464809342,91513.9999999999
"genderFemale",1.05833873535343,0.997204205214932,1.1231530287978,91513.9999999999
"ethnicityASIAN",1.29712757349983,1.03860179007358,1.60229501087866,91513.9999999999
"ethnicityBLACK",0.988141394736036,0.894742434029674,1.08942650553168,91513.9999999999
"ethnicityHISPANIC",0.962894079518066,0.814486032766834,1.13133907319405,91513.9999999999
"ethnicityOTHER",1.09918120783829,0.976044902299181,1.2345103879913,91513.9999999999
"charlson",1.11100793083758,1.09628262229977,1.12579157794669,91513.9999999999
"cns_24Abnormal",3.65682771565514,3.41880069596355,3.91125776715419,91513.9999999999
"resp_24Abnormal",2.19186351783344,2.04707960686131,2.34659133275216,91513.9999999999
"coag_24Abnormal",3.03285456188109,2.67196819346742,3.43592969312924,91513.9999999999
"liver_24Abnormal",3.05466136202655,2.56802343596263,3.62134713600759,91513.9999999999
"cv_24Abnormal",2.17476939281662,2.01342014161731,2.34771629534552,91513.9999999999
"renal_24Abnormal",2.11265118827568,1.97257137930905,2.26171273088511,91513.9999999999
