"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.00575451633528565,0.00450524573556267,0.00731828605892459,27442
"m_age",1.17095406581151,1.12912726299323,1.2145400895293,27442
"genderFemale",1.23324519714984,1.12146809066984,1.35608859070899,27442
"ethnicityASIAN",1.03947879350712,0.786644999810814,1.35283606013233,27442
"ethnicityBLACK",0.800968380713118,0.662891730870514,0.961489453705295,27442
"ethnicityHISPANIC",0.987667697202025,0.730911083049248,1.30982521992352,27442
"ethnicityOTHER",2.15429095797445,1.92937588581581,2.40357581957975,27442
"charlson",1.12482286251842,1.10377332531589,1.14615063243888,27442
"cns_24Abnormal",2.70343271286943,2.37968736235161,3.06610997663488,27442
"resp_24Abnormal",2.25000328083331,1.99052896025843,2.54066527262622,27442
"coag_24Abnormal",2.28520333989011,1.89898970369043,2.73973742464714,27442
"liver_24Abnormal",2.92907699141454,2.42602448631582,3.52476307022528,27442
"cv_24Abnormal",2.34611272461965,2.10941140850757,2.60784244991871,27442
"renal_24Abnormal",2.34066987077608,2.07237682718286,2.64054689416111,27442
