"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.0191402961561234,0.0135036574798423,0.0269141067324519,8229.99999999999
"m_age",1.16820701657396,1.1043627329074,1.23659068855294,8229.99999999999
"genderFemale",1.08484992566289,0.947829226351982,1.24108816781231,8229.99999999999
"ethnicityASIAN",1.19201872032586,0.739748640275635,1.84658231156111,8229.99999999999
"ethnicityBLACK",0.908881659578843,0.742329400501648,1.10697891684541,8229.99999999999
"ethnicityHISPANIC",1.15457773876189,0.81064952471444,1.61338151361565,8229.99999999999
"ethnicityOTHER",1.06458945709817,0.814472760087773,1.37628979224451,8229.99999999999
"charlson",1.10064575756177,1.06659577114065,1.13534409431512,8229.99999999999
"cns_168Abnormal",3.19521113375751,2.78414708041937,3.66704079803363,8229.99999999999
"resp_168Abnormal",1.71822654848231,1.40437493073909,2.09400336627308,8229.99999999999
"coag_168Abnormal",2.66220171527366,2.08610000418708,3.38731169252092,8229.99999999999
"liver_168Abnormal",2.81365618575629,2.10727193966046,3.74341714028622,8229.99999999999
"cv_168Abnormal",1.99407779804521,1.59905251628185,2.47686649217373,8229.99999999999
"renal_168Abnormal",1.72450089614265,1.46774936444242,2.02205601808248,8229.99999999999
