"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.00598332833962302,0.0036792449961548,0.00957241614367811,4459
"m_age",1.38360531118995,1.28862831556843,1.48700540068797,4459
"genderFemale",1.15749313990703,0.974120456449299,1.37507180630135,4459
"ethnicityASIAN",0.754211328682308,0.404243594263857,1.31677943126505,4459
"ethnicityBLACK",1.05877082543017,0.769239283972864,1.43868281061289,4459
"ethnicityHISPANIC",0.852031253868987,0.48506212224282,1.42157243610359,4459
"ethnicityOTHER",1.39369888221595,1.14174135139725,1.69791657860919,4459
"charlson",1.11255422524569,1.0724141742751,1.15407043234828,4459
"cns_168Abnormal",1.62990303690652,1.26523634755341,2.08689580302369,4459
"resp_168Abnormal",3.03766507051599,2.39267487871705,3.84978155059174,4459
"coag_168Abnormal",2.5550051471828,1.78102535097838,3.64981496462307,4459
"liver_168Abnormal",2.57835828127111,1.72787628695656,3.82650341201485,4459
"cv_168Abnormal",2.54681157960895,2.05741163892603,3.14668504566726,4459
"renal_168Abnormal",1.33727838366068,1.0689818136952,1.66613046465199,4459
