"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.00447375160002199,0.00260043010477475,0.00754738364712503,3726
"m_age",1.34861652883154,1.24814232869911,1.45861665181229,3726
"genderFemale",1.14425782911326,0.941731866108051,1.38950831294825,3726
"ethnicityASIAN",1.05424344350191,0.56779581883293,1.84954677081133,3726
"ethnicityBLACK",1.08983259870458,0.758223876129282,1.54183206333215,3726
"ethnicityHISPANIC",1.01551263564332,0.578389188190488,1.70528143348105,3726
"ethnicityOTHER",1.41215768788775,1.12902186134943,1.76228510798237,3726
"charlson",1.09215269728308,1.04712796790098,1.13891950898001,3726
"cns_168",1.03026746393522,0.945581829680061,1.12054840218443,3726
"resp_168",1.35531718443372,1.24729697283264,1.47263457262614,3726
"coag_168",1.29229992031852,1.16408973526443,1.43329968559455,3726
"liver_168",1.14330256027157,1.04002260593018,1.25586832408565,3726
"cv_168",1.41006718502185,1.3054860440886,1.52288407864454,3726
"renal_168",1.13397907641477,1.05522668486736,1.2176302956582,3726
