"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.0114473008567029,0.00723168694979551,0.01787281131957,4459
"m_age",1.27724350728006,1.1948282130406,1.36633567659707,4459
"genderFemale",1.14202215481118,0.967549511813854,1.34748074298272,4459
"ethnicityASIAN",0.750890468283477,0.409723753934018,1.2875314851858,4459
"ethnicityBLACK",1.0032076377983,0.739423421409607,1.34374690319332,4459
"ethnicityHISPANIC",0.888526395702829,0.519214541115998,1.44391024242181,4459
"ethnicityOTHER",1.40295715602667,1.16077771892803,1.69237580877412,4459
"charlson",1.12274727269442,1.08369767027857,1.163114818644,4459
"cns_24",1.00142350658574,0.93586486793294,1.07001090620724,4459
"resp_24",1.09620869230547,1.02869753438311,1.16818751354612,4459
"coag_24",1.11958201000937,1.01932452290388,1.22782631272845,4459
"liver_24",1.18644416060826,1.05454401899489,1.33096006399265,4459
"cv_24",1.04687965230704,0.983233562882212,1.11434260862295,4459
"renal_24",1.06107064972375,0.989290277208144,1.13700261378106,4459
