"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.0131723772040601,0.00913388449855523,0.018852113163497,7870.99999999999
"m_age",1.17116529642514,1.10680864011962,1.2399790059081,7870.99999999999
"genderFemale",1.03725102218339,0.909928948594675,1.18198184328643,7870.99999999999
"ethnicityASIAN",1.11256277399416,0.654324580714748,1.8045418599445,7870.99999999999
"ethnicityBLACK",0.908961492149478,0.745608976883219,1.10270402798021,7870.99999999999
"ethnicityHISPANIC",1.2187508707593,0.873545556849226,1.67444615527249,7870.99999999999
"ethnicityOTHER",0.993612947762218,0.761319597214919,1.28326867533589,7870.99999999999
"charlson",1.10383493775915,1.07146473051505,1.13687260180106,7870.99999999999
"cns_168",1.42707131170277,1.35981458214708,1.49815633641508,7870.99999999999
"resp_168",1.04284046469278,0.986019002520632,1.10260382053338,7870.99999999999
"coag_168",1.33632728436274,1.24451437225179,1.43414256945229,7870.99999999999
"liver_168",1.21931605056013,1.11931720429976,1.32687877988687,7870.99999999999
"cv_168",1.34945417469868,1.25129977147772,1.4546269350296,7870.99999999999
"renal_168",1.10212779984009,1.05040803277893,1.15578302678002,7870.99999999999
