"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.00581319034682153,0.00331581739425881,0.00997971010765553,3316
"m_age",1.31893316619738,1.21518937676277,1.43295680773839,3316
"genderFemale",1.05941578433472,0.860248342017452,1.30370191077431,3316
"ethnicityASIAN",1.23328869422342,0.653386764058564,2.19446596698072,3316
"ethnicityBLACK",1.20491649528507,0.81110939755456,1.75539727469773,3316
"ethnicityHISPANIC",0.978673013541307,0.522871976636635,1.71931843859052,3316
"ethnicityOTHER",1.41504566286481,1.11388054373249,1.79297879204549,3316
"charlson",1.09606581102873,1.04677011825228,1.14723540249289,3316
"cns_168",1.00915992116426,0.923221495393273,1.10080714153585,3316
"resp_168",1.38335946380574,1.26806645172546,1.50921053925374,3316
"coag_168",1.28565307867779,1.14435260612215,1.44268697361823,3316
"liver_168",1.14408573806039,1.03134072972678,1.26798548484988,3316
"cv_168",1.40677916110807,1.29311945383897,1.53002278968759,3316
"renal_168",1.07674511754214,0.994036473976511,1.16472369344394,3316
