"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.0282528728210577,0.0189939555902973,0.0416685262165579,5883
"m_age",1.11510735732033,1.04784618495458,1.18751458139327,5883
"genderFemale",1.06847538579137,0.919335400923737,1.24095210883309,5883
"ethnicityASIAN",1.12971944869643,0.6401909476969,1.88035874506742,5883
"ethnicityBLACK",0.978921419374551,0.782608050721775,1.21630619183075,5883
"ethnicityHISPANIC",1.25052427115254,0.869214760768997,1.76238811247113,5883
"ethnicityOTHER",1.16209050577752,0.874150968079515,1.52573841955411,5883
"charlson",1.13707947869841,1.09790431863462,1.17724230104099,5883
"cns_24",1.11620457776505,1.05944483375132,1.17623937836925,5883
"resp_24",1.04529328396231,1.00007191743173,1.09265622087325,5883
"coag_24",1.14077418471393,1.04698290581296,1.2412321558201,5883
"liver_24",1.22555034503089,1.11052400363716,1.34987754512246,5883
"cv_24",1.1258949264942,1.04922519696264,1.20697719682808,5883
"renal_24",1.04342227216709,0.988148865260123,1.1010884112365,5883
