"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.0140989197462247,0.00967206577362214,0.020386048535568,7551
"m_age",1.15596317912586,1.08991227090526,1.22679813126211,7551
"genderFemale",1.0275020061958,0.897829063028357,1.17547660363902,7551
"ethnicityASIAN",0.897034805215019,0.495935328332711,1.51991268806387,7551
"ethnicityBLACK",0.930706200845487,0.761368936496945,1.13208471011106,7551
"ethnicityHISPANIC",1.15515052672605,0.813183298221716,1.61141813975225,7551
"ethnicityOTHER",1.03675657335067,0.785527040387573,1.35235692255139,7551
"charlson",1.11718465837751,1.08256461994822,1.15258824863703,7551
"cns_168",1.42667023081155,1.35743122745851,1.49997164576256,7551
"resp_168",1.03301732098413,0.974644112160375,1.09450631406128,7551
"coag_168",1.32521256909855,1.22948710683453,1.4274217540461,7551
"liver_168",1.23153271072946,1.11154953761288,1.36228008621032,7551
"cv_168",1.33265538255435,1.23254829514448,1.44006332209847,7551
"renal_168",1.09684065763018,1.04347564519062,1.15224429420311,7551
