"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.0293883779338231,0.0202652762675124,0.0423162264181795,7117.99999999999
"m_age",1.13217275792688,1.06767503205464,1.20129328952138,7117.99999999999
"genderFemale",1.0244140474795,0.894621836490281,1.17251333352082,7117.99999999999
"ethnicityASIAN",1.16000749955367,0.689651650338811,1.85717601958038,7117.99999999999
"ethnicityBLACK",0.87752270489104,0.703417475606833,1.08626352054438,7117.99999999999
"ethnicityHISPANIC",1.24377995477405,0.877220586303705,1.72915720216531,7117.99999999999
"ethnicityOTHER",1.0814727385759,0.827440301276429,1.39701449204503,7117.99999999999
"charlson",1.12100703118186,1.08610383519552,1.1566572965989,7117.99999999999
"cns_24",1.08195521888343,1.03216934260146,1.13424560104965,7117.99999999999
"resp_24",1.04499395995681,1.0042301877397,1.08751360160052,7117.99999999999
"coag_24",1.14899067956035,1.05995942676104,1.2438780857335,7117.99999999999
"liver_24",1.25516917909131,1.14170342359211,1.37738919454241,7117.99999999999
"cv_24",1.14257034165011,1.07091213866626,1.21805175810528,7117.99999999999
"renal_24",1.03641259304237,0.981823887199269,1.09319353246412,7117.99999999999
