"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.00494049338732877,0.00308865415568129,0.00779008311845478,4926
"m_age",1.35912689360116,1.27193543554783,1.45340894234754,4926
"genderFemale",1.16246273648662,0.98987783370977,1.36482195244546,4926
"ethnicityASIAN",1.00244462081944,0.58159138670866,1.65089209951365,4926
"ethnicityBLACK",1.04866166296727,0.775948318170808,1.40187629259673,4926
"ethnicityHISPANIC",0.949443637770467,0.586002315714787,1.48606052167816,4926
"ethnicityOTHER",1.37939458311286,1.14542257946202,1.65851665050486,4926
"charlson",1.08592555036418,1.04907433296972,1.12394383695529,4926
"cns_168",1.04354338110019,0.972292410378237,1.11877536807866,4926
"resp_168",1.39144676389627,1.30009443974079,1.48934239548022,4926
"coag_168",1.27405016936189,1.16751423269894,1.38939710276854,4926
"liver_168",1.12587660593362,1.03621501362127,1.22246287000294,4926
"cv_168",1.36198006596416,1.2760793236071,1.45350211686878,4926
"renal_168",1.10632888118907,1.04182697815889,1.17413299753047,4926
