"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.00499081435607534,0.00305468277407747,0.00802601248365748,4435
"m_age",1.34463169673454,1.25419465537192,1.44277350990975,4435
"genderFemale",1.17816977851999,0.993114541545376,1.39737308833438,4435
"ethnicityASIAN",1.02210210926487,0.569843234179815,1.73626966095016,4435
"ethnicityBLACK",1.18738454839527,0.847894008827751,1.63985697886743,4435
"ethnicityHISPANIC",0.87895364880931,0.508370865710123,1.44949081097012,4435
"ethnicityOTHER",1.44724461933228,1.18920821902544,1.75833017369128,4435
"charlson",1.10425180519954,1.06265922576236,1.14724079288155,4435
"cns_168",1.03412591899003,0.959161224050566,1.11344388105547,4435
"resp_168",1.35499462907551,1.26018491927887,1.45696510132048,4435
"coag_168",1.25172418788558,1.1369208240073,1.37677437341363,4435
"liver_168",1.11889493580374,1.02153134921339,1.22447447614487,4435
"cv_168",1.35029972056494,1.25831023542046,1.44875312391912,4435
"renal_168",1.14961417184124,1.07476202472202,1.22873525481115,4435
