"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.00212883618543806,0.00117494714098029,0.00376699549823179,5125
"m_age",1.38668326337315,1.29175911930158,1.48976223560564,5125
"genderFemale",1.12693237078622,0.957767847229664,1.32560949944255,5125
"ethnicityASIAN",0.77954957072239,0.441473113073263,1.30534496007163,5125
"ethnicityBLACK",1.02406039786609,0.746543876842548,1.3870300350535,5125
"ethnicityHISPANIC",0.985620787229793,0.599657771051808,1.5623441291102,5125
"ethnicityOTHER",1.49731679635659,1.24136849342904,1.8033747201399,5125
"sepsis3",2.41600103242632,1.70202648496002,3.5352830032324,5125
"medical",1.68157925120541,1.40629217514439,2.01521893031077,5125
"charlson",1.09560283439079,1.05352689684425,1.13901000043042,5125
"cirr_present",1.02509061845452,0.766302542782676,1.36277416140271,5125
"hypertension_present",0.940559533549629,0.782541104742555,1.13207745090329,5125
"heart_failure_present",1.00570024501794,0.839508607268097,1.20365425321187,5125
"asthma_present",3.84010577496297,2.36085532407224,6.21100860449626,5125
"copd_present",0.941312303882214,0.779699457077985,1.13358863205672,5125
"ckd_stagesPresent",0.67645321028611,0.512083389553793,0.887764901579312,5125
"cns_168Abnormal",1.56245740511192,1.22652422925426,1.9801811872991,5125
"resp_168Abnormal",2.79019946821001,2.24569875335537,3.46204107598139,5125
"coag_168Abnormal",2.34938425419304,1.75554925062498,3.13760477388121,5125
"liver_168Abnormal",2.17169033293549,1.60189868144666,2.93746018222428,5125
"cv_168Abnormal",2.37689806272116,1.95141902688884,2.89130109739429,5125
"renal_168Abnormal",1.37053576455043,1.11236655811103,1.68411074496466,5125
