"","OR","2.5 %","97.5 %"
"(Intercept)",0.00209971973252224,0.0011465119205449,0.0037543393036322
"m_age",1.33737432666926,1.24938062949682,1.43264171140115
"genderFemale",1.2084970481768,1.02348458321599,1.42675426227108
"ethnicityASIAN",0.723027641855037,0.398916699476214,1.24051867714392
"ethnicityBLACK",0.927117276806613,0.673544879098078,1.26019523037312
"ethnicityHISPANIC",0.931751270163518,0.555405951502466,1.49963821784305
"ethnicityOTHER",1.55509498588655,1.28666690323202,1.87706583673307
"sepsis3",1.7897149940547,1.24896943222038,2.63850106661042
"medical",1.78175605285364,1.49138257968158,2.13368326058031
"charlson",1.08671864383065,1.0480279102259,1.12667158836232
"cns_168Abnormal",0.694006560217498,0.557080444145748,0.862518630865105
"cns_168Mechanical Ventilation (MV)",2.00239081024503,1.61672173328081,2.48535714205792
"resp_168Abnormal",1.79257238631239,1.4403285609798,2.23000211990436
"coag_168Abnormal",1.5386145460108,1.2769531718174,1.85204201920907
"liver_168Abnormal",1.50504087488594,1.2083847612728,1.87194282868876
"cv_168Abnormal",1.35277749159122,1.09126460004423,1.6857845284856
"renal_168Abnormal",1.40013071133615,1.17444701966385,1.66909526716918
