"","OR","2.5 %","97.5 %","N"
"(Intercept)",0.0154794586100137,0.011323472885745,0.0210402716269154,11691
"m_age",1.23672072722537,1.17895036946928,1.29791558801981,11691
"genderFemale",0.940118811255182,0.84485324374838,1.04576846216754,11691
"ethnicityASIAN",1.10467681190917,0.729512277203294,1.62614524400964,11691
"ethnicityBLACK",0.89709453457117,0.758809461966653,1.05689142445663,11691
"ethnicityHISPANIC",1.12895123230427,0.859562421067849,1.46642515858107,11691
"ethnicityOTHER",0.866555161237702,0.692558166957614,1.07573732716364,11691
"sepsis3",1.32506563717965,1.1878168012372,1.47879945547642,11691
"medical",1.23585064115543,1.08036257967356,1.4167614105548,11691
"charlson",1.07054742746314,1.04242722116502,1.09912068488277,11691
"cirr_present",1.1777231920645,0.915324390935057,1.50581111032317,11691
"hypertension_present",0.842089060029558,0.753535994035859,0.9411889551039,11691
"heart_failure_present",1.08565124971789,0.956597337228337,1.230902245599,11691
"asthma_present",0.66464818979208,0.4155505190283,1.02139101266235,11691
"copd_present",1.18636366732277,1.03988959212371,1.35173810034779,11691
"ckd_stagesPresent",1.04841519312714,0.88104040173394,1.24437304069996,11691
"cns_168Abnormal",2.95036943515963,2.64551765562659,3.29043051172401,11691
"resp_168Abnormal",1.19632401054411,0.715991652858217,1.93233794475225,11691
"coag_168Abnormal",2.30491634593817,1.8704347342136,2.83363224103192,11691
"liver_168Abnormal",2.80077441775976,2.14953607991821,3.64199489411037,11691
"cv_168Abnormal",2.09412253669788,1.75921891969026,2.48769431199278,11691
"renal_168Abnormal",1.51437738055777,1.31688963439467,1.73890721167285,11691
